preco,condominio,endereço,area,quartos,vagas,banheiros
R$ 900 /mês,R$ 430,"Rua Padre Ildefonso Penalba, Méier",60 m²,2,0,1
R$ 1.400 /mês,R$ 791,"Avenida Ayrton Senna, Barra da Tijuca",37 m²,0,1,0
R$ 400 /mês,R$ 410,"Avenida Presidente Vargas, Centro",28 m²,0,0,1
R$ 850 /mês,R$ 350,"Avenida Ernani Cardoso, Cascadura",40 m²,2,1,1
R$ 1.400 /mês,R$ 360,"Rua Goianinha, Curicica",45 m²,2,1,1
R$ 800 /mês,R$ 450,"Rua Santa Clara, Copacabana",28 m²,0,0,1
R$ 2.759 /mês,R$ 950,"Rua Pompeu Loureiro, Copacabana",85 m²,2,1,2
R$ 1.025 /mês,R$ 350,"Rua Moncorvo Filho, Centro",50 m²,1,0,1
R$ 550 /mês,R$ 400,"Estrada do Mendanha, Campo Grande",40 m²,2,1,1
R$ 2.910 /mês,0,"Alameda A, Recreio Dos Bandeirantes",59 m²,2,1,2
R$ 3.000 /mês,R$ 850,"Rua Pinheiro Machado, Laranjeiras",110 m²,2,1,2
R$ 4.300 /mês,R$ 1.307,"Avenida Ruy Antunes Correa, Barra da Tijuca",106 m²,3,2,2
R$ 7.000 /mês,R$ 1.100,"Rua Dona Mariana, Botafogo",126 m²,3,2,3
R$ 1.700 /mês,R$ 665,"Avenida Nossa Senhora de Copacabana, Copacabana",45 m²,1,0,1
R$ 1.150 /mês,R$ 680,"Avenida João Cabral de Mello Neto, Barra da Tijuca",36 m²,0,1,1
R$ 800 /mês,R$ 350,"Rua das Oficinas, Engenho De Dentro",68 m²,2,0,2
R$ 1.100 /mês,R$ 300,"Praça Seca, Rio de Janeiro",70 m²,2,0,1
R$ 400 /mês,R$ 520,"Rua Paraitinga, Engenho Novo",65 m²,2,0,1
R$ 1.900 /mês,R$ 200,"Avenida Francisco Alves, Jardim Guanabara",54 m²,1,0,1
R$ 975 /mês,R$ 730,"Rua A, Engenho Novo",85 m²,3,1,3
R$ 3.000 /mês,R$ 650,"Rua Embaixador Ramon Carcano, Tijuca",85 m²,3,1,2
R$ 1.200 /mês,0,"Rua José Borges, Irajá",71 m²,3,0,2
R$ 6.000 /mês,R$ 1.100,"Copacabana, Rio de Janeiro",50 m²,2,0,1
R$ 700 /mês,R$ 604,"Rua Miguel Lemos, Copacabana",27 m²,0,0,1
R$ 1.000 /mês,R$ 395,"Praça Presidente Aguirre Cerda, Centro",28 m²,1,0,1
R$ 1.150 /mês,R$ 260,"Rua Americana, Cachambi",60 m²,2,0,1
R$ 950 /mês,R$ 450,"Estrada Marechal Miguel Salazar Mendes de Morais, Taquara",46 m²,2,1,1
R$ 700 /mês,R$ 735,"Praça Mahatma Gandhi, Centro",35 m²,0,0,1
R$ 550 /mês,R$ 381,"Avenida Treze de Maio, Centro",29 m²,0,0,1
R$ 950 /mês,R$ 350,"Rua Filgueiras Lima, Riachuelo",53 m²,1,0,2
R$ 7.058 /mês,0,"Rua Carlos Gois, Leblon",39 m²,1,0,1
R$ 800 /mês,R$ 180,"Rua Albano Fragoso, Inhaúma",60 m²,2,0,1
R$ 500 /mês,R$ 485,"Avenida Geremário Dantas, Pechincha",22 m²,0,1,1
R$ 1.600 /mês,R$ 749,"Rua São Francisco Xavier, Maracanã",47 m²,1,1,1
R$ 3.500 /mês,R$ 2.866,"Rua Voluntários da Pátria, Botafogo",160 m²,0,0,2
R$ 500 /mês,R$ 933,"Barra da Tijuca, Rio de Janeiro",31 m²,0,1,1
R$ 1.946 /mês,0,"Rua A, Ramos",75 m²,3,1,1
R$ 1.300 /mês,R$ 350,"Rua Senador Rui Carneiro, Recreio Dos Bandeirantes",35 m²,0,1,0
R$ 700 /mês,R$ 240,"Estrada Aterrado do Leme, Santa Cruz",50 m²,2,1,1
R$ 650 /mês,R$ 531,"Rua da Assembléia, Centro",31 m²,0,0,1
R$ 30.000 /mês,R$ 28.912,"Rua São João Batista, Botafogo",669 m²,0,0,8
R$ 550 /mês,R$ 648,"Avenida Rio Branco, Centro",33 m²,0,0,1
R$ 1.000 /mês,R$ 668,"Avenida Nossa Senhora de Copacabana, Copacabana",34 m²,0,0,1
R$ 6.300 /mês,R$ 1.219,"Rua Gomes Carneiro, Ipanema",90 m²,3,1,2
R$ 1.300 /mês,R$ 797,"Rua Tenente Costa, Méier",56 m²,2,1,2
R$ 1.200 /mês,R$ 270,"Rua Marechal Bittencourt, Riachuelo",70 m²,2,0,2
R$ 600 /mês,R$ 500,"Avenida Presidente Vargas, Centro",35 m²,0,0,1
R$ 1.275 /mês,R$ 200,"Rua do Cajá, Penha",72 m²,2,0,2
R$ 3.800 /mês,R$ 1.500,"Rua Barão de Ipanema, Copacabana",183 m²,3,1,2
R$ 2.400 /mês,R$ 65,"Rua Renato Meira Lima, Pechincha",120 m²,3,2,2
R$ 1.150 /mês,R$ 460,"Méier, Rio de Janeiro",73 m²,2,0,1
R$ 1.890 /mês,R$ 930,"Rua Conselheiro Autran, Vila Isabel",65 m²,2,1,1
R$ 2.900 /mês,R$ 1.700,"Rua General Barbosa Lima, Copacabana",85 m²,2,2,3
R$ 2.200 /mês,R$ 1.250,"Rua Almirante Cochrane, Tijuca",100 m²,3,1,3
R$ 850 /mês,R$ 120,"Rua João Vicente, Madureira",50 m²,2,0,1
R$ 850 /mês,R$ 365,"Rua Cardoso de Morais, Bonsucesso",57 m²,2,0,1
R$ 1.300 /mês,R$ 300,"Rua A, Bonsucesso",70 m²,2,0,2
R$ 1.300 /mês,R$ 800,"Rua Araújo Leitão, Engenho Novo",70 m²,2,1,3
R$ 3.500 /mês,R$ 300,"Lagoa, Rio de Janeiro",78 m²,2,0,2
R$ 1.000 /mês,R$ 425,"Rua Carlos de Carvalho, Centro",35 m²,1,0,1
R$ 500 /mês,R$ 340,"Estrada João Melo, Campo Grande",47 m²,2,1,1
R$ 1.000 /mês,R$ 205,"Rua Eudoro Berlinck, Higienópolis",86 m²,0,0,1
R$ 1.580 /mês,R$ 50,"Rua Bernardo, Engenho De Dentro",75 m²,2,0,2
R$ 1.100 /mês,R$ 550,"Avenida Armando Lombardi, Barra da Tijuca",30 m²,0,0,1
R$ 1.100 /mês,R$ 600,"Centro, Rio de Janeiro",56 m²,0,0,1
R$ 1.700 /mês,R$ 520,"Rua Ator Jaime Costa, Centro",45 m²,1,0,1
R$ 680 /mês,R$ 610,"Avenida Ernani Cardoso, Cascadura",70 m²,2,1,1
R$ 1.400 /mês,R$ 960,"Rua D, Anil",64 m²,2,1,2
R$ 4.990 /mês,R$ 650,"Rua Oscar Cordeiro, Pechincha",450 m²,5,2,5
R$ 940 /mês,R$ 320,"Ramos, Rio de Janeiro",65 m²,2,1,2
R$ 25.000 /mês,R$ 3.850,"Avenida Atlântica, Copacabana",336 m²,4,2,5
R$ 3.500 /mês,R$ 2.914,"Rua México, Centro",245 m²,10,0,3
R$ 1.300 /mês,R$ 465,"Campo Grande, Rio de Janeiro",26 m²,0,1,1
R$ 500 /mês,R$ 410,"Praça Tiradentes, Centro",40 m²,0,0,1
R$ 1.062 /mês,R$ 750,"Rua São Joaquim, Cachambi",61 m²,2,1,1
R$ 2.200 /mês,R$ 1.240,"Rua Lúcio de Mendonça, Maracanã",86 m²,2,1,1
R$ 2.500 /mês,R$ 850,"Itanhangá, Rio de Janeiro",50 m²,0,0,0
R$ 5.500 /mês,R$ 1.980,"Rua Marquês de São Vicente, Gávea",123 m²,3,1,2
R$ 350 /mês,R$ 500,"Avenida Braz de Pina, Penha Circular",20 m²,0,0,1
R$ 2.000 /mês,R$ 551,"Centro, Rio de Janeiro",35 m²,0,0,1
R$ 2.000 /mês,R$ 1.271,"Rua Joaquim Pinheiro, Freguesia- Jacarepaguá",132 m²,3,2,4
R$ 1.300 /mês,0,"Guaratiba, Rio de Janeiro",50 m²,2,1,1
R$ 1.300 /mês,R$ 683,"Avenida Augusto Severo, Centro",45 m²,1,0,1
R$ 2.300 /mês,R$ 730,"Rua Senador Vergueiro, Flamengo",65 m²,2,1,1
R$ 1.000 /mês,R$ 500,"Praia Botafogo, Botafogo",25 m²,1,0,1
R$ 2.500 /mês,R$ 380,"Curicica, Rio de Janeiro",50 m²,2,1,1
R$ 1.750 /mês,R$ 646,"Rua Visconde de Cairu, Maracanã",98 m²,2,1,1
R$ 1.312 /mês,R$ 283,"Rua Adriano, Méier",65 m²,2,0,1
R$ 515 /mês,R$ 50,"Rua Soldado Francisco Savastana, Campo Grande",50 m²,2,1,1
R$ 1.350 /mês,R$ 950,"Boulevard Vinte e Oito de Setembro, Vila Isabel",78 m²,2,1,1
R$ 5.000 /mês,R$ 1.300,"Rua do Matoso, Rio Comprido",270 m²,0,0,1
R$ 1.200 /mês,R$ 454,"Rua de Santana, Centro",48 m²,1,0,1
R$ 1.000 /mês,R$ 645,"Avenida Embaixador Abelardo Bueno, Barra da Tijuca",32 m²,0,1,0
R$ 1.250 /mês,R$ 343,"Avenida Gomes Freire, Centro",28 m²,1,0,1
R$ 750 /mês,R$ 287,"Avenida Almirante Barroso, Centro",27 m²,0,0,1
R$ 800 /mês,R$ 640,"Avenida São Josemaria Escrivá, Itanhangá",58 m²,2,1,2
R$ 867 /mês,R$ 100,"Rua Moisés Lilenbaum, Quintino Bocaiúva",42 m²,2,1,1
R$ 500 /mês,R$ 652,"Avenida Rio Branco, Centro",35 m²,0,0,1
R$ 1.500 /mês,0,"Avenida Pastor Martin Luther King Jr, Tomás Coelho",52 m²,2,2,1
R$ 900 /mês,R$ 535,"Rua Silvia Pozzano, Recreio Dos Bandeirantes",24 m²,0,1,1
R$ 7.570 /mês,R$ 1.500,"Rua Bento Lisboa, Catete",200 m²,4,1,3
R$ 9.000 /mês,R$ 11.174,"Estrada dos Bandeirantes, Jacarepaguá",613 m²,0,0,0
R$ 14.000 /mês,R$ 2.490,"Avenida Almirante Barroso, Centro",350 m²,0,0,1
R$ 1.200 /mês,R$ 1.000,"Rua do Ouvidor, Centro",59 m²,2,0,1
R$ 300 /mês,R$ 450,"Rua Alcindo Guanabara, Centro",20 m²,0,0,1
R$ 1.000 /mês,R$ 600,"Rua Manuel Martins, Madureira",90 m²,3,1,1
R$ 1.800 /mês,R$ 773,"Rua Conde de Bonfim, Tijuca",60 m²,2,1,2
R$ 4.000 /mês,R$ 900,"Rua do Ouvidor, Centro",41 m²,0,0,0
R$ 1.200 /mês,0,"Rua Almirante Ingran, Braz de Pina",100 m²,2,1,1
R$ 1.300 /mês,R$ 663,"Rua República do Peru, Copacabana",33 m²,1,0,1
R$ 984 /mês,R$ 300,"Rua Divino Salvador, Piedade",68 m²,2,0,1
R$ 2.200 /mês,R$ 800,"Rua A, Taquara",138 m²,3,2,3
R$ 300 /mês,R$ 500,"Rua da Alfândega, Centro",25 m²,0,0,1
R$ 1.240 /mês,R$ 550,"Rua D, Freguesia",60 m²,3,1,1
R$ 1.000 /mês,R$ 440,"Avenida Ayrton Senna, Barra da Tijuca",27 m²,0,0,1
R$ 3.500 /mês,R$ 50,"Rua Imuta, Taquara",150 m²,3,1,3
R$ 990 /mês,0,"Rua Barão de Iguatemi, Praça da Bandeira",70 m²,1,0,1
R$ 3.000 /mês,R$ 805,"Avenida Ataulfo de Paiva, Leblon",72 m²,2,0,2
R$ 1.200 /mês,R$ 747,"Rua Castro Alves, Méier",55 m²,2,1,1
R$ 1.500 /mês,0,"Barra da Tijuca, Rio de Janeiro",30 m²,0,1,1
R$ 40.000 /mês,R$ 1.360,"Rua Paul Redfern, Ipanema",350 m²,0,0,4
R$ 1.350 /mês,R$ 665,"Rua Desembargador Izidro, Tijuca",70 m²,2,0,2
R$ 1.955 /mês,R$ 610,"Avenida Braz de Pina, Penha",120 m²,3,2,2
R$ 3.300 /mês,R$ 325,"Rua Marechal Bittencourt, Riachuelo",40 m²,0,0,1
R$ 790 /mês,R$ 170,"Rua Pampeiro, Campo Grande",44 m²,1,1,1
R$ 1.450 /mês,R$ 300,"Rua Chaves Faria, São Cristóvão",65 m²,2,0,1
R$ 1.100 /mês,R$ 290,"Rua Vinte e Quatro de Maio, Méier",60 m²,3,0,2
R$ 1.650 /mês,R$ 772,"Rua Jorge Rudge, Maracanã",75 m²,2,1,2
R$ 1.300 /mês,R$ 482,"Andaraí, Rio de Janeiro",36 m²,1,0,1
R$ 600 /mês,R$ 350,"Avenida Nelson Cardoso, Tanque",30 m²,0,1,1
R$ 1.540 /mês,R$ 800,"Rua Silva Teles, Andaraí",90 m²,2,1,1
R$ 980 /mês,R$ 300,"Rua A, Bonsucesso",52 m²,2,0,1
R$ 4.220 /mês,R$ 100,"Rua Jaciru, Taquara",128 m²,3,2,3
R$ 1.200 /mês,R$ 373,"Rua Moacir de Almeida, Tomás Coelho",70 m²,2,1,1
R$ 1.155 /mês,R$ 780,"Rua São Francisco Xavier, Vila Isabel",64 m²,2,1,2
R$ 950 /mês,R$ 470,"Rua Barão do Bom Retiro, Engenho Novo",73 m²,2,0,2
R$ 3.066 /mês,R$ 836,"Rua Omar Bandeira Ramidan Sobrinho, Recreio Dos Bandeirantes",88 m²,3,1,3
R$ 970 /mês,R$ 200,"Rua Clapp Filho, Cachambi",70 m²,2,0,2
R$ 980 /mês,R$ 252,"Rua Americana, Cachambi",60 m²,2,0,1
R$ 1.083 /mês,R$ 400,"Avenida Canal Rio Caçambe, Jacarepaguá",38 m²,1,1,1
R$ 500 /mês,R$ 1.234,"Avenida Treze de Maio, Centro",61 m²,0,0,1
R$ 1.150 /mês,R$ 750,"Estrada Pau-ferro, Pechincha",65 m²,2,1,1
R$ 1.800 /mês,R$ 758,"Rua Radialista Waldir Amaral, Maracanã",80 m²,2,1,3
R$ 20.000 /mês,R$ 1.800,"Rua Redentor, Ipanema",200 m²,3,1,3
R$ 1.000 /mês,R$ 420,"Rua Haddock Lobo, Tijuca",30 m²,0,1,1
R$ 700 /mês,R$ 248,"Rua das Amoreiras, Cosmos",62 m²,2,1,1
R$ 2.100 /mês,R$ 980,"Rua Doutor Renato Rocco, Tijuca",60 m²,3,2,1
R$ 1.260 /mês,R$ 560,"Rua Luís Vahia Monteiro, Jardim Guanabara",65 m²,2,0,1
R$ 1.200 /mês,R$ 982,"Avenida Nossa Senhora de Copacabana, Copacabana",60 m²,0,0,1
R$ 500 /mês,R$ 278,"Rua Dom Gerardo, Centro",20 m²,0,0,0
R$ 800 /mês,R$ 680,"Rua Visconde de Santa Isabel, Vila Isabel",70 m²,2,0,2
R$ 3.400 /mês,R$ 61,"Rua Autazes, Campo Grande",162 m²,3,2,3
R$ 2.400 /mês,R$ 100,"Rua Imuta, Taquara",110 m²,3,1,2
R$ 1.300 /mês,R$ 300,"Rua Atituba, Taquara",80 m²,2,1,1
R$ 1.230 /mês,R$ 350,"Avenida Meriti, Irajá",70 m²,2,0,1
R$ 1.500 /mês,R$ 350,"Avenida Glaucio Gil, Recreio Dos Bandeirantes",32 m²,0,1,1
R$ 2.200 /mês,R$ 750,"Rua Arnaldo Quintela, Botafogo",75 m²,2,1,2
R$ 500 /mês,R$ 150,"Guaratiba, Rio de Janeiro",11 m²,0,0,1
R$ 1.360 /mês,R$ 280,"Rua Tomás Lopes, Irajá",76 m²,2,0,1
R$ 4.000 /mês,R$ 1.300,"Estrada do Pontal, Recreio Dos Bandeirantes",90 m²,2,2,2
R$ 1.700 /mês,R$ 751,"Travessa A, São Cristóvão",64 m²,2,1,1
R$ 1.200 /mês,R$ 680,"Avenida João Cabral de Mello Neto, Barra da Tijuca",36 m²,0,1,1
R$ 40.000 /mês,R$ 2,"Barra da Tijuca, Rio de Janeiro",1024 m²,5,4,5
R$ 2.200 /mês,R$ 1.408,"Rua do Humaitá, Humaitá",49 m²,1,0,1
R$ 1.550 /mês,R$ 935,"Rua Ângelo Bittencourt, Vila Isabel",78 m²,2,1,2
R$ 1.800 /mês,R$ 556,"Rua Conde de Bonfim, Tijuca",73 m²,2,1,1
R$ 1.100 /mês,R$ 290,"Rua Magalhães Couto, Méier",45 m²,2,0,1
R$ 1.000 /mês,R$ 586,"Rua Cadete Polônia, Sampaio",76 m²,2,2,1
R$ 2.400 /mês,R$ 466,"Rua Senador Vergueiro, Flamengo",30 m²,1,0,1
R$ 790 /mês,R$ 600,"Rua Clarimundo de Melo, Piedade",52 m²,2,1,1
R$ 3.400 /mês,R$ 1.423,"Rua Santa Clara, Copacabana",82 m²,1,1,1
R$ 650 /mês,R$ 591,"Centro, Rio de Janeiro",31 m²,0,0,1
R$ 500 /mês,R$ 455,"Rua Lopo Saraiva, Tanque",20 m²,0,0,0
R$ 1.380 /mês,R$ 80,"Travessa Godinho da Costa, Piedade",90 m²,3,0,2
R$ 700 /mês,R$ 340,"Rua Acre, Centro",24 m²,0,1,1
R$ 2.200 /mês,R$ 159,"Rua Joaquim Palhares, Praça da Bandeira",45 m²,0,0,1
R$ 500 /mês,R$ 473,"Rua São Cristóvão, São Cristóvão",30 m²,0,1,1
R$ 800 /mês,R$ 620,"Rua Desembargador Izidro, Tijuca",22 m²,0,1,0
R$ 1.200 /mês,0,"Rua General Aurélio Vieira, Turiaçu",50 m²,2,0,1
R$ 1.748 /mês,R$ 470,"Rua Barão de Itaipu, Taquara",70 m²,2,0,2
R$ 1.500 /mês,R$ 821,"Estrada Pau-ferro, Freguesia",80 m²,3,1,1
R$ 1.400 /mês,R$ 350,"Avenida Nossa Senhora de Copacabana, Copacabana",38 m²,1,0,1
R$ 900 /mês,R$ 289,"Rua do Rosário, Centro",40 m²,0,0,1
R$ 1.500 /mês,R$ 445,"Itanhangá, Rio de Janeiro",28 m²,0,0,1
R$ 990 /mês,R$ 631,"Copacabana, Rio de Janeiro",38 m²,0,0,1
R$ 874 /mês,R$ 600,"Estrada do Tindiba, Pechincha",53 m²,2,1,1
R$ 1.475 /mês,R$ 160,"Rua São Valentim, Tijuca",62 m²,2,0,1
R$ 1.300 /mês,R$ 568,"Rua Getúlio, Méier",85 m²,2,0,1
R$ 780 /mês,R$ 248,"Rua Estevão Silva, Cachambi",45 m²,1,1,1
R$ 1.020 /mês,R$ 180,"Rua Boituva, São Cristóvão",50 m²,2,0,1
R$ 1.100 /mês,R$ 15,"Rua Bolívia, Cachambi",70 m²,2,0,2
R$ 300 /mês,R$ 600,"Rua General Caldwell, Centro",150 m²,0,0,2
R$ 3.500 /mês,R$ 932,"Rua Frei Leandro, Lagoa",80 m²,2,1,2
R$ 1.250 /mês,R$ 773,"Avenida Geremário Dantas, Freguesia- Jacarepaguá",65 m²,2,1,1
R$ 850 /mês,R$ 410,"Centro, Rio de Janeiro",31 m²,0,0,1
R$ 900 /mês,R$ 418,"Rua de Santana, Centro",38 m²,0,0,1
R$ 1.300 /mês,R$ 800,"Avenida Almirante Barroso, Centro",65 m²,0,0,2
R$ 500 /mês,0,"Paciência, Rio de Janeiro",28 m²,0,0,2
R$ 1.000 /mês,R$ 300,"Rua João Silva, Ramos",110 m²,2,0,1
R$ 850 /mês,R$ 600,"Rua Conselheiro Agostinho, Todos os Santos",49 m²,2,1,1
R$ 700 /mês,R$ 557,"Avenida Nossa Senhora de Copacabana, Copacabana",45 m²,1,0,1
R$ 980 /mês,R$ 300,"Avenida Ernani Cardoso, Cascadura",49 m²,2,0,1
R$ 500 /mês,R$ 770,"Rua Haddock Lobo, Estacio",30 m²,0,1,1
R$ 1.750 /mês,R$ 834,"Avenida Almirante Barroso, Centro",34 m²,0,0,1
R$ 800 /mês,R$ 430,"Rua Irineu Marinho, Centro",34 m²,1,0,1
R$ 2.000 /mês,0,"Rua Nuno de Andrade, Irajá",81 m²,2,0,2
R$ 1.000 /mês,R$ 670,"Rua Flack, Engenho Novo",89 m²,2,1,1
R$ 4.500 /mês,R$ 1.400,"Alameda A, Recreio Dos Bandeirantes",144 m²,3,2,4
R$ 1.000 /mês,R$ 600,"Avenida José Silva de Azevedo Neto, Barra da Tijuca",23 m²,0,1,1
R$ 2.000 /mês,R$ 240,"Rua Pontes Correia, Andaraí",70 m²,2,0,1
R$ 350 /mês,R$ 656,"Rua Buenos Aires, Centro",25 m²,0,0,1
R$ 2.500 /mês,R$ 300,"Rua Carvalho Alvim, Tijuca",110 m²,3,0,2
R$ 1.750 /mês,R$ 150,"Estrada Adhemar Bebiano, Del Castilho",90 m²,2,0,1
R$ 1.400 /mês,R$ 420,"Rua Pedro Américo, Catete",40 m²,1,0,1
R$ 800 /mês,R$ 180,"Rua Alfredo Britto, Campo Grande",43 m²,2,1,1
R$ 3.900 /mês,R$ 800,"Rua Duvivier, Copacabana",50 m²,2,0,2
R$ 20.000 /mês,R$ 2.370,"Rua José Condé, Itanhangá",772 m²,4,6,6
R$ 1.500 /mês,R$ 700,"Rua Augusto de Vasconcelos, Campo Grande",33 m²,0,1,0
R$ 500 /mês,R$ 554,"Avenida Geremário Dantas, Pechincha",24 m²,0,1,1
R$ 3.600 /mês,R$ 1.290,"Rua Padre Champagnat, Tijuca",105 m²,3,2,3
R$ 900 /mês,R$ 603,"Rua Otávio de Faria, Recreio Dos Bandeirantes",32 m²,0,1,1
R$ 1.500 /mês,R$ 500,"Rua Riachuelo, Centro",55 m²,1,0,1
R$ 7.100 /mês,R$ 1.605,"Avenida Lúcio Costa, Jardim Oceanico",136 m²,3,2,3
R$ 700 /mês,0,"Rua Edgard Werneck, Taquara",120 m²,2,1,1
R$ 1.500 /mês,R$ 400,"Rua Marechal Francisco de Moura, Botafogo",38 m²,1,0,1
R$ 900 /mês,R$ 310,"Rua Hannibal Porto, Irajá",40 m²,1,1,1
R$ 1.280 /mês,R$ 490,"Rua Dias da Cruz, Méier",76 m²,2,0,2
R$ 1.800 /mês,R$ 1.304,"Rua Conde de Bonfim, Tijuca",129 m²,3,1,3
R$ 830 /mês,R$ 300,"Rua do Ouvidor, Centro",29 m²,0,0,1
R$ 400 /mês,R$ 300,"Avenida Presidente Vargas, Centro",20 m²,0,0,1
R$ 1.150 /mês,R$ 179,"Rua Henrique Scheid, Engenho De Dentro",60 m²,2,0,1
R$ 750 /mês,R$ 180,"Travessa Dona Luzia, Oswaldo Cruz",47 m²,1,0,1
R$ 1.800 /mês,R$ 1.207,"Rua Visconde de Pirajá, Ipanema",33 m²,0,1,1
R$ 500 /mês,R$ 650,"Avenida Professor Pereira Reis, Santo Cristo",27 m²,0,1,1
R$ 5.000 /mês,R$ 1.845,"Jardim Guanabara, Rio de Janeiro",380 m²,0,0,2
R$ 1.200 /mês,R$ 450,"Rua André Cavalcanti, Centro",45 m²,1,0,1
R$ 1.275 /mês,R$ 375,"Rua Paraná, Piedade",70 m²,2,0,1
R$ 7.200 /mês,R$ 1.133,"Rua Gomes Carneiro, Ipanema",99 m²,3,2,2
R$ 850 /mês,R$ 103,"Estrada da Paciência, Paciência",50 m²,2,1,1
R$ 5.500 /mês,R$ 2.400,"Barra da Tijuca, Rio de Janeiro",164 m²,3,2,4
R$ 1.250 /mês,R$ 475,"Rua Piranga, Méier",107 m²,2,1,2
R$ 1.800 /mês,R$ 790,"Avenida Cláudio Besserman Vianna, Jacarepaguá",60 m²,1,1,1
R$ 900 /mês,R$ 325,"Estrada da Água Grande, Irajá",40 m²,1,1,1
R$ 2.100 /mês,R$ 675,"Rua Conde de Bonfim, Tijuca",105 m²,3,2,1
R$ 500 /mês,R$ 325,"Rua São José, Centro",24 m²,0,0,0
R$ 800 /mês,R$ 420,"Estrada dos Três Rios, Freguesia- Jacarepaguá",22 m²,0,1,1
R$ 1.200 /mês,R$ 120,"Rua Jorge Martins, Olaria",58 m²,2,0,1
R$ 790 /mês,R$ 550,"Rua Miguel Ângelo, Cachambi",45 m²,1,0,2
R$ 950 /mês,R$ 430,"Estrada Marechal Miguel Salazar Mendes de Morais, Taquara",44 m²,2,1,1
R$ 450 /mês,R$ 670,"Centro, Rio de Janeiro",36 m²,0,0,1
R$ 1.600 /mês,R$ 683,"Avenida Princesa Isabel, Copacabana",49 m²,0,0,1
R$ 1.300 /mês,R$ 13,"Rua Leonidia, Olaria",70 m²,2,0,2
R$ 3.500 /mês,R$ 664,"Copacabana, Rio de Janeiro",58 m²,2,0,1
R$ 1.800 /mês,R$ 780,"Avenida Nossa Senhora de Copacabana, Copacabana",52 m²,1,0,1
R$ 1.000 /mês,R$ 330,"Rua Luís Delfino, Cascadura",50 m²,1,1,1
R$ 1.020 /mês,R$ 750,"Rua Vinte e Quatro de Maio, Méier",96 m²,2,1,1
R$ 1.269 /mês,R$ 270,"Rua Otton da Fonseca, Jardim Sulacap",90 m²,2,0,1
R$ 700 /mês,R$ 610,"Praça Olavo Bilac, Centro",39 m²,0,0,1
R$ 980 /mês,0,"Caminho do Veloso, Campo Grande",60 m²,0,1,2
R$ 1.500 /mês,R$ 854,"Rua A, Freguesia",95 m²,3,1,2
R$ 1.150 /mês,R$ 642,"Rua São Francisco Xavier, Maracanã",57 m²,1,0,1
R$ 1.100 /mês,R$ 650,"Avenida Geremário Dantas, Pechincha",52 m²,2,1,1
R$ 17.413 /mês,R$ 9.846,"Botafogo, Rio de Janeiro",241 m²,0,3,2
R$ 7.000 /mês,R$ 730,"Rua Itamonte, Cosme Velho",344 m²,4,2,5
R$ 2.200 /mês,R$ 299,"Avenida Nossa Senhora de Copacabana, Copacabana",30 m²,1,0,1
R$ 1.000 /mês,R$ 510,"Rua Oswaldo Lussac, Pechincha",51 m²,2,1,1
R$ 800 /mês,R$ 533,"Boulevard Vinte e Oito de Setembro, Vila Isabel",23 m²,0,1,1
R$ 900 /mês,0,"Caminho do Veloso, Campo Grande",47 m²,2,1,1
R$ 2.500 /mês,R$ 734,"Rua André Cavalcanti, Centro",144 m²,0,0,1
R$ 950 /mês,R$ 375,"Rua Cardoso de Morais, Bonsucesso",73 m²,2,0,1
R$ 900 /mês,R$ 397,"Rua Dois de Fevereiro, Engenho De Dentro",50 m²,2,0,1
R$ 450 /mês,R$ 520,"Rua Sete de Setembro, Centro",31 m²,0,0,1
R$ 1.100 /mês,R$ 504,"Avenida Almirante Barroso, Centro",40 m²,0,0,1
R$ 800 /mês,R$ 655,"Rua do Rosário, Centro",30 m²,0,0,1
R$ 700 /mês,R$ 1.100,"Avenida Rio Branco, Centro",35 m²,0,0,1
R$ 1.530 /mês,R$ 1.000,"Rua Barão de Mesquita, Grajaú",75 m²,2,1,2
R$ 1.999 /mês,R$ 300,"Rua General Azevedo Pimentel, Copacabana",30 m²,1,0,1
R$ 1.200 /mês,R$ 130,"Engenheiro Leal, Rio de Janeiro",78 m²,2,0,1
R$ 1.500 /mês,R$ 466,"Rua A, Pechincha",62 m²,3,1,1
R$ 1.300 /mês,R$ 400,"Rua Professor Hermes Lima, Recreio Dos Bandeirantes",29 m²,0,0,1
R$ 600 /mês,R$ 660,"Rua Anfilófio de Carvalho, Centro",60 m²,0,0,2
R$ 500 /mês,R$ 406,"Estrada Pau-ferro, Pechincha",25 m²,0,1,1
R$ 1.400 /mês,R$ 445,"Avenida Nossa Senhora de Copacabana, Copacabana",32 m²,1,0,1
R$ 2.100 /mês,R$ 630,"Rua Barata Ribeiro, Copacabana",40 m²,1,0,1
R$ 500 /mês,R$ 750,"Rua Equador, Santo Cristo",27 m²,0,1,1
R$ 1.020 /mês,R$ 150,"Rua Luísa Vale, Cachambi",50 m²,2,0,1
R$ 20.000 /mês,R$ 4.615,"Leblon, Rio de Janeiro",230 m²,3,2,3
R$ 1.200 /mês,R$ 370,"Rua Pedro de Carvalho, Méier",50 m²,2,0,1
R$ 600 /mês,R$ 406,"Rua Lima Barros, São Cristóvão",60 m²,1,0,1
R$ 900 /mês,R$ 292,"Caminho do Veloso, Campo Grande",50 m²,2,1,1
R$ 1.200 /mês,R$ 93,"Rua da Soja, Penha",56 m²,0,0,1
